domain,condition,model_seed,arm,evaluation_version,observed_failures,final_failure_probability,rmst,empirical_horizon,supported_horizon,empirical_horizon_01,supported_horizon_01,per_stream_bytes,shared_bytes,execution_status,absorbed_sequences,total_bytes_N1,total_bytes_N16,total_bytes_N128,amortized_bytes_N1,amortized_bytes_N16,amortized_bytes_N128,complete_call_ms_per_group_token,isolated_complete_call_ms_per_group_token,embedded_potentially_contended_ms_per_group_token,primary_timing_kind,diagnostic_loop_seconds,timing_scope
toy,s4_signed_lattice,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,24,4472,,,4496,4856,7544,4496.0,303.5,58.9375,,,,NOT_MEASURED,4.486278409999613,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_moving_plane,,MIXED_6_8,v1-unchanged-finite-nonstochastic,511,0.998046875,410.974609375,64,32,32,,16,5833,,,5849,6089,7881,5849.0,380.5625,61.5703125,,,,NOT_MEASURED,1.257925226000225,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_moving_plane,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,274,0.53515625,1583.537109375,512,256,256,,24,1271494,,,1271518,1271878,1274566,1271518.0,79492.375,9957.546875,,,,NOT_MEASURED,1.4192481159998351,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,24,5632,,,5656,6016,8704,5656.0,376.0,68.0,,,,NOT_MEASURED,1.5685668400001305,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,40,5632,,,5672,6272,10752,5672.0,392.0,84.0,,,,NOT_MEASURED,1.6741387950005446,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_2,v1-unchanged-finite-nonstochastic,512,1.0,0.36328125,,,,,13,5848,,,5861,6056,7512,5861.0,378.5,58.6875,,,,NOT_MEASURED,1.172428765999939,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_3,v1-unchanged-finite-nonstochastic,512,1.0,2.244140625,,,,,14,5848,,,5862,6072,7640,5862.0,379.5,59.6875,,,,NOT_MEASURED,1.2207294919999185,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_4,v1-unchanged-finite-nonstochastic,512,1.0,11.16015625,,,,,14,5848,,,5862,6072,7640,5862.0,379.5,59.6875,,,,NOT_MEASURED,1.164799905000109,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_5,v1-unchanged-finite-nonstochastic,512,1.0,56.99609375,,,,,15,5848,,,5863,6088,7768,5863.0,380.5,60.6875,,,,NOT_MEASURED,1.246792158000062,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_6,v1-unchanged-finite-nonstochastic,512,1.0,196.5546875,32,,,,15,5848,,,5863,6088,7768,5863.0,380.5,60.6875,,,,NOT_MEASURED,1.2220885200003977,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_7,v1-unchanged-finite-nonstochastic,494,0.96484375,744.07421875,128,64,64,,16,5848,,,5864,6104,7896,5864.0,381.5,61.6875,,,,NOT_MEASURED,1.2516154230006578,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_8,v1-unchanged-finite-nonstochastic,244,0.4765625,1656.677734375,512,256,256,,16,5848,,,5864,6104,7896,5864.0,381.5,61.6875,,,,NOT_MEASURED,1.1121102189999874,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_9,v1-unchanged-finite-nonstochastic,11,0.021484375,2043.44140625,2048,1024,1024,,17,5848,,,5865,6120,8024,5865.0,382.5,62.6875,,,,NOT_MEASURED,1.2548274110004058,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_10,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,17,5849,,,5866,6121,8025,5866.0,382.5625,62.6953125,,,,NOT_MEASURED,1.23876883200046,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_11,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,18,5849,,,5867,6137,8153,5867.0,383.5625,63.6953125,,,,NOT_MEASURED,1.3033556800000952,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_12,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,18,5849,,,5867,6137,8153,5867.0,383.5625,63.6953125,,,,NOT_MEASURED,1.185570347999601,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_13,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,19,5849,,,5868,6153,8281,5868.0,384.5625,64.6953125,,,,NOT_MEASURED,1.3116272160004883,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_14,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,19,5849,,,5868,6153,8281,5868.0,384.5625,64.6953125,,,,NOT_MEASURED,1.3096636740001486,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_15,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,20,5849,,,5869,6169,8409,5869.0,385.5625,65.6953125,,,,NOT_MEASURED,1.331230054000116,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNIFORM_16,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,20,5849,,,5869,6169,8409,5869.0,385.5625,65.6953125,,,,NOT_MEASURED,1.1949341830004414,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,STOCHASTIC_4,v2-stochastic-seedkey,512,1.0,6.693359375,,,,,30,5900,,,5930,6380,9740,5930.0,398.75,76.09375,,,,NOT_MEASURED,3.224584583000251,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,20,6153,,,6173,6473,8713,6173.0,404.5625,68.0703125,,,,NOT_MEASURED,1.4732827669995459,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,30,5937,,,5967,6417,9777,5967.0,401.0625,76.3828125,,,,NOT_MEASURED,2.0646611490001305,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,512,1.0,43.76953125,32,32,32,,20,6189,,,6209,6509,8749,6209.0,406.8125,68.3515625,,,,NOT_MEASURED,1.5550281840005482,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,512,1.0,9.78125,,,,,20,6155,,,6175,6475,8715,6175.0,404.6875,68.0859375,,,,NOT_MEASURED,1.4753406030004044,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,MIXED_4_8,v1-unchanged-finite-nonstochastic,512,1.0,21.34765625,,,,,15,5855,,,5870,6095,7775,5870.0,380.9375,60.7421875,,,,NOT_MEASURED,1.128673379999782,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,MIXED_6_8,v1-unchanged-finite-nonstochastic,511,0.998046875,370.10546875,64,32,32,,16,5855,,,5871,6111,7903,5871.0,381.9375,61.7421875,,,,NOT_MEASURED,1.2048405810000986,includes gold and descriptive diagnostics; no production throughput claim
toy,c31_switching_plane,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,371,0.724609375,1269.15625,256,128,128,,24,1271516,,,1271540,1271900,1274588,1271540.0,79493.75,9957.71875,,,,NOT_MEASURED,1.4115014929993777,includes gold and descriptive diagnostics; no production throughput claim
learned,learned_s3,0,FULL_RESIDUAL_4_4,frozen-learned-primary,512,1.0,282.251953125,128,64,64,,3176,29934,COMPLETE,0,33110,80750,436462,33110.0,5046.875,3409.859375,0.15779768457058196,0.15779768457058196,0.1669813828124589,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,FULL_RESIDUAL_4_8,frozen-learned-primary,512,1.0,282.884765625,128,64,64,,4712,29934,COMPLETE,0,34646,105326,633070,34646.0,6582.875,4945.859375,0.15947893212864273,0.15947893212864273,0.16531703662092667,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,FULL_RESIDUAL_4_FP32,frozen-learned-primary,512,1.0,283.099609375,128,64,64,,13880,29718,COMPLETE,0,43598,251798,1806358,43598.0,15737.375,14112.171875,0.10508740966752583,0.10508740966752583,0.11089903662053757,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,LOWRANK_4_8_R1,frozen-learned-primary,512,1.0,202.091796875,64,64,64,,1832,30707,COMPLETE,0,32539,60019,265203,32539.0,3751.1875,2071.8984375,0.11890130957059597,0.11890130957059597,0.1289772226558128,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,LOWRANK_4_8_R2,frozen-learned-primary,512,1.0,282.890625,128,64,64,,2024,31475,COMPLETE,0,33499,63859,290547,33499.0,3991.1875,2269.8984375,0.1442499536130626,0.1442499536130626,0.15047163769477123,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,LOWRANK_4_8_R4,frozen-learned-primary,512,1.0,241.79296875,128,64,64,,2408,33011,COMPLETE,0,35419,71539,341235,35419.0,4471.1875,2665.8984375,0.1595064721682249,0.1595064721682249,0.17044091357476532,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,MIXED_4_8,frozen-learned-primary,512,1.0,231.296875,128,64,64,,1976,30031,COMPLETE,0,32007,61647,282959,32007.0,3852.9375,2210.6171875,0.10012931347702647,0.10012931347702647,0.10424095703154279,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,MIXED_6_8,frozen-learned-primary,512,1.0,276.1171875,128,64,64,,2744,30031,COMPLETE,0,32775,73935,381263,32775.0,4620.9375,2978.6171875,0.11639437207033865,0.11639437207033865,0.1246720234373555,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,NATIVE_FP32,frozen-learned-primary,512,1.0,283.099609375,128,64,64,,12296,29410,COMPLETE,0,41706,226146,1603298,41706.0,14134.125,12525.765625,0.023419488769604868,0.023419488769604868,0.023438879882320407,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,STOCHASTIC_4,frozen-learned-primary,512,1.0,80.123046875,32,32,,,1608,29678,COMPLETE,0,31286,55406,235502,31286.0,3462.875,1839.859375,0.11127491259710354,0.11127491259710354,0.12225302246093861,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_10,frozen-learned-primary,512,1.0,283.822265625,128,64,64,,3896,29627,COMPLETE,0,33523,91963,528315,33523.0,5747.6875,4127.4609375,0.14260665869070266,0.14260665869070266,0.14617946777306656,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_11,frozen-learned-primary,512,1.0,282.34765625,128,64,64,,4280,29627,COMPLETE,0,33907,98107,577467,33907.0,6131.6875,4511.4609375,0.16406061523444038,0.16406061523444038,0.17713882080006016,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_12,frozen-learned-primary,512,1.0,282.982421875,128,64,64,,4664,29627,COMPLETE,0,34291,104251,626619,34291.0,6515.6875,4895.4609375,0.14031488964860728,0.14031488964860728,0.1464773583981227,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_13,frozen-learned-primary,512,1.0,283.041015625,128,64,64,,5048,29627,COMPLETE,0,34675,110395,675771,34675.0,6899.6875,5279.4609375,0.17688792919923202,0.17688792919923202,0.18981340869128616,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_14,frozen-learned-primary,512,1.0,283.125,128,64,64,,5432,29627,COMPLETE,0,35059,116539,724923,35059.0,7283.6875,5663.4609375,0.17102872998009389,0.17102872998009389,0.172768655273714,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_15,frozen-learned-primary,512,1.0,282.8125,128,64,64,,5816,29627,COMPLETE,0,35443,122683,774075,35443.0,7667.6875,6047.4609375,0.180944860839638,0.180944860839638,0.2037273471682255,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_16,frozen-learned-primary,512,1.0,283.099609375,128,64,64,,6200,29627,COMPLETE,0,35827,128827,823227,35827.0,8051.6875,6431.4609375,0.14315830175792854,0.14315830175792854,0.15080001025413736,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_2,frozen-learned-primary,512,1.0,7.962890625,,,,,824,29626,NONFINITE_ROWS_ABSORBED,248,30450,42810,135098,30450.0,2675.625,1055.453125,0.0972633173832449,0.0972633173832449,0.09318957617221457,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_3,frozen-learned-primary,512,1.0,50.783203125,,,,,1208,29626,NONFINITE_ROWS_ABSORBED,9,30834,48954,184250,30834.0,3059.625,1439.453125,0.11156094482434042,0.11156094482434042,0.11395409863279582,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_4,frozen-learned-primary,512,1.0,147.93359375,64,32,32,,1592,29626,COMPLETE,0,31218,55098,233402,31218.0,3443.625,1823.453125,0.09733764013741819,0.09733764013741819,0.0972135068355584,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_5,frozen-learned-primary,512,1.0,235.82421875,64,64,64,,1976,29626,COMPLETE,0,31602,61242,282554,31602.0,3827.625,2207.453125,0.12503530712848487,0.12503530712848487,0.1329679208987855,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_6,frozen-learned-primary,512,1.0,273.939453125,128,64,64,,2360,29626,COMPLETE,0,31986,67386,331706,31986.0,4211.625,2591.453125,0.12312529394531424,0.12312529394531424,0.12832146826102786,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_7,frozen-learned-primary,512,1.0,282.333984375,128,64,64,,2744,29626,COMPLETE,0,32370,73530,380858,32370.0,4595.625,2975.453125,0.13181661816386026,0.13181661816386026,0.13576544287108305,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_8,frozen-learned-primary,512,1.0,283.435546875,128,64,64,,3128,29626,COMPLETE,0,32754,79674,430010,32754.0,4979.625,3359.453125,0.09507251074225564,0.09507251074225564,0.10077508789052558,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNIFORM_9,frozen-learned-primary,512,1.0,284.83203125,128,64,64,,3512,29626,COMPLETE,0,33138,85818,479162,33138.0,5363.625,3743.453125,0.14911237841808145,0.14911237841808145,0.15483143408179245,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,0,UNTRANSPORTED_4_4,frozen-learned-primary,512,1.0,84.509765625,32,32,,,3176,29936,COMPLETE,0,33112,80752,436464,33112.0,5047.0,3409.875,0.15503277587836095,0.15503277587836095,0.1661019199223901,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,FULL_RESIDUAL_4_4,frozen-learned-primary,512,1.0,270.021484375,64,64,64,,3176,29934,COMPLETE,0,33110,80750,436462,33110.0,5046.875,3409.859375,0.16146939599614996,0.16146939599614996,0.16176317871074986,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,FULL_RESIDUAL_4_8,frozen-learned-primary,512,1.0,271.46875,64,64,64,,4712,29934,COMPLETE,0,34646,105326,633070,34646.0,6582.875,4945.859375,0.15963183691436456,0.15963183691436456,0.15837089257786374,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,FULL_RESIDUAL_4_FP32,frozen-learned-primary,512,1.0,271.23828125,64,64,64,,13880,29718,COMPLETE,0,43598,251798,1806358,43598.0,15737.375,14112.171875,0.10255655566382416,0.10255655566382416,0.10485548339911333,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,LOWRANK_4_8_R1,frozen-learned-primary,512,1.0,176.75,64,32,32,,1832,30707,COMPLETE,0,32539,60019,265203,32539.0,3751.1875,2071.8984375,0.1210962041016117,0.1210962041016117,0.12588991552764384,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,LOWRANK_4_8_R2,frozen-learned-primary,512,1.0,218.3984375,64,64,64,,2024,31475,COMPLETE,0,33499,63859,290547,33499.0,3991.1875,2269.8984375,0.14663760791044922,0.14663760791044922,0.14784768847597718,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,LOWRANK_4_8_R4,frozen-learned-primary,512,1.0,235.818359375,64,64,64,,2408,33011,COMPLETE,0,35419,71539,341235,35419.0,4471.1875,2665.8984375,0.15880566552795017,0.15880566552795017,0.15668949609359828,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,MIXED_4_8,frozen-learned-primary,512,1.0,196.529296875,64,64,64,,1976,30031,COMPLETE,0,32007,61647,282959,32007.0,3852.9375,2210.6171875,0.09643532275394051,0.09643532275394051,0.09627753662133642,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,MIXED_6_8,frozen-learned-primary,512,1.0,271.06640625,64,64,64,,2744,30031,COMPLETE,0,32775,73935,381263,32775.0,4620.9375,2978.6171875,0.11488452880925593,0.11488452880925593,0.11077505664047749,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,NATIVE_FP32,frozen-learned-primary,512,1.0,271.23828125,64,64,64,,12296,29410,COMPLETE,0,41706,226146,1603298,41706.0,14134.125,12525.765625,0.02581903955078957,0.02581903955078957,0.02822279345693346,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,STOCHASTIC_4,frozen-learned-primary,512,1.0,70.623046875,,,,,1608,29678,COMPLETE,0,31286,55406,235502,31286.0,3462.875,1839.859375,0.10881965185571829,0.10881965185571829,0.10805082861331528,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_10,frozen-learned-primary,512,1.0,271.46875,64,64,64,,3896,29627,COMPLETE,0,33523,91963,528315,33523.0,5747.6875,4127.4609375,0.13911215136719335,0.13911215136719335,0.14445622412040393,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_11,frozen-learned-primary,512,1.0,272.056640625,64,64,64,,4280,29627,COMPLETE,0,33907,98107,577467,33907.0,6131.6875,4511.4609375,0.165113774902359,0.165113774902359,0.1633351464844779,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_12,frozen-learned-primary,512,1.0,271.244140625,64,64,64,,4664,29627,COMPLETE,0,34291,104251,626619,34291.0,6515.6875,4895.4609375,0.14578245214824648,0.14578245214824648,0.1436739121096764,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_13,frozen-learned-primary,512,1.0,271.42578125,64,64,64,,5048,29627,COMPLETE,0,34675,110395,675771,34675.0,6899.6875,5279.4609375,0.17258781103546283,0.17258781103546283,0.1780092075200912,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_14,frozen-learned-primary,512,1.0,271.38671875,64,64,64,,5432,29627,COMPLETE,0,35059,116539,724923,35059.0,7283.6875,5663.4609375,0.16692753369174085,0.16692753369174085,0.17125209179713607,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_15,frozen-learned-primary,512,1.0,271.19140625,64,64,64,,5816,29627,COMPLETE,0,35443,122683,774075,35443.0,7667.6875,6047.4609375,0.1821879677734728,0.1821879677734728,0.18086159374952615,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_16,frozen-learned-primary,512,1.0,271.3828125,64,64,64,,6200,29627,COMPLETE,0,35827,128827,823227,35827.0,8051.6875,6431.4609375,0.1387003598631864,0.1387003598631864,0.14255287793041305,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_2,frozen-learned-primary,512,1.0,5.2734375,,,,,824,29626,NONFINITE_ROWS_ABSORBED,483,30450,42810,135098,30450.0,2675.625,1055.453125,0.1021624238282115,0.1021624238282115,0.10066155810495303,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_3,frozen-learned-primary,512,1.0,45.15625,,,,,1208,29626,COMPLETE,0,30834,48954,184250,30834.0,3059.625,1439.453125,0.11644641699160019,0.11644641699160019,0.11961145214822722,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_4,frozen-learned-primary,512,1.0,124.3203125,32,32,32,,1592,29626,COMPLETE,0,31218,55098,233402,31218.0,3443.625,1823.453125,0.09625419433589855,0.09625419433589855,0.09752680175800776,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_5,frozen-learned-primary,512,1.0,211.859375,64,64,64,,1976,29626,COMPLETE,0,31602,61242,282554,31602.0,3827.625,2207.453125,0.12189660546901848,0.12189660546901848,0.12797070703118862,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_6,frozen-learned-primary,512,1.0,258.01953125,64,64,64,,2360,29626,COMPLETE,0,31986,67386,331706,31986.0,4211.625,2591.453125,0.11896164257763076,0.11896164257763076,0.12800995019546235,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_7,frozen-learned-primary,512,1.0,268.951171875,64,64,64,,2744,29626,COMPLETE,0,32370,73530,380858,32370.0,4595.625,2975.453125,0.1293991215822743,0.1293991215822743,0.13741003466805068,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_8,frozen-learned-primary,512,1.0,270.3125,64,64,64,,3128,29626,COMPLETE,0,32754,79674,430010,32754.0,4979.625,3359.453125,0.0907108466803308,0.0907108466803308,0.09865223583993554,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNIFORM_9,frozen-learned-primary,512,1.0,272.65625,64,64,64,,3512,29626,COMPLETE,0,33138,85818,479162,33138.0,5363.625,3743.453125,0.1431967041014559,0.1431967041014559,0.1462302563473017,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,1,UNTRANSPORTED_4_4,frozen-learned-primary,512,1.0,63.3828125,,,,,3176,29936,COMPLETE,0,33112,80752,436464,33112.0,5047.0,3409.875,0.15278048876954387,0.15278048876954387,0.15630184082038312,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,FULL_RESIDUAL_4_4,frozen-learned-primary,512,1.0,238.890625,128,64,64,,3176,29934,COMPLETE,0,33110,80750,436462,33110.0,5046.875,3409.859375,0.1510203876948779,0.1510203876948779,0.16042762158186008,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,FULL_RESIDUAL_4_8,frozen-learned-primary,512,1.0,240.158203125,128,64,64,,4712,29934,COMPLETE,0,34646,105326,633070,34646.0,6582.875,4945.859375,0.16050755126961747,0.16050755126961747,0.166444728515458,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,FULL_RESIDUAL_4_FP32,frozen-learned-primary,512,1.0,239.865234375,128,64,64,,13880,29718,COMPLETE,0,43598,251798,1806358,43598.0,15737.375,14112.171875,0.10096126123038118,0.10096126123038118,0.11006238183597361,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,LOWRANK_4_8_R1,frozen-learned-primary,512,1.0,208.70703125,64,64,64,,1832,30707,COMPLETE,0,32539,60019,265203,32539.0,3751.1875,2071.8984375,0.12079967968769978,0.12079967968769978,0.12788404638630624,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,LOWRANK_4_8_R2,frozen-learned-primary,512,1.0,236.765625,128,64,64,,2024,31475,COMPLETE,0,33499,63859,290547,33499.0,3991.1875,2269.8984375,0.14717563378940923,0.14717563378940923,0.14042383642554057,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,LOWRANK_4_8_R4,frozen-learned-primary,512,1.0,240.888671875,128,64,64,,2408,33011,COMPLETE,0,35419,71539,341235,35419.0,4471.1875,2665.8984375,0.15546743847671962,0.15546743847671962,0.16135995361299393,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,MIXED_4_8,frozen-learned-primary,512,1.0,217.765625,128,64,64,,1976,30031,COMPLETE,0,32007,61647,282959,32007.0,3852.9375,2210.6171875,0.09903400390598449,0.09903400390598449,0.10027056054617844,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,MIXED_6_8,frozen-learned-primary,512,1.0,239.3515625,128,64,64,,2744,30031,COMPLETE,0,32775,73935,381263,32775.0,4620.9375,2978.6171875,0.114101601074168,0.114101601074168,0.10963857519463716,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,NATIVE_FP32,frozen-learned-primary,512,1.0,239.865234375,128,64,64,,12296,29410,COMPLETE,0,41706,226146,1603298,41706.0,14134.125,12525.765625,0.024536659667617755,0.024536659667617755,0.02406369921814644,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,STOCHASTIC_4,frozen-learned-primary,512,1.0,104.244140625,64,32,32,,1608,29678,COMPLETE,0,31286,55406,235502,31286.0,3462.875,1839.859375,0.10471031201131353,0.10471031201131353,0.10793747753901073,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_10,frozen-learned-primary,512,1.0,239.646484375,128,64,64,,3896,29627,COMPLETE,0,33523,91963,528315,33523.0,5747.6875,4127.4609375,0.14805487353530822,0.14805487353530822,0.14891631347602186,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_11,frozen-learned-primary,512,1.0,239.728515625,128,64,64,,4280,29627,COMPLETE,0,33907,98107,577467,33907.0,6131.6875,4511.4609375,0.16506782763681116,0.16506782763681116,0.1717090019530687,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_12,frozen-learned-primary,512,1.0,239.83203125,128,64,64,,4664,29627,COMPLETE,0,34291,104251,626619,34291.0,6515.6875,4895.4609375,0.14242747900361508,0.14242747900361508,0.14331406640621935,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_13,frozen-learned-primary,512,1.0,239.998046875,128,64,64,,5048,29627,COMPLETE,0,34675,110395,675771,34675.0,6899.6875,5279.4609375,0.1714321782229078,0.1714321782229078,0.1736991147458511,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
